title,sinopsis,rating,genre
 Guardians of the Galaxy Vol,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.",7.6,"['Action', 'Adventure', 'Comedy']"
 The Social Network,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.",7.8,"['Biography', 'Drama']"
 Star Wars: Episode II - Attack of the Clones,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi discovers a secret clone army crafted for the Jedi.",6.6,"['Action', 'Adventure', 'Fantasy']"
 Batman v Superman: Dawn of Justice,Batman is manipulated by Lex Luthor to fear Superman. Superman´s existence is meanwhile dividing the world and he is framed for murder during an international crisis. The heroes clash and force the neutral Wonder Woman to reemerge.,6.5,"['Action', 'Adventure', 'Sci-Fi']"
 Life Is Beautiful,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",8.6,"['Comedy', 'Drama', 'Romance']"
 John Wick,"John Wick is a former hitman grieving the loss of his true love. When his home is broken into, robbed, and his dog killed, he is forced to return to action to exact revenge.",7.4,"['Action', 'Crime', 'Thriller']"
 X-Men: Days of Future Past,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,7.9,"['Action', 'Adventure', 'Sci-Fi']"
 Dunkirk,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",7.8,"['Action', 'Drama', 'History']"
 Edge of Tomorrow,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",7.9,"['Action', 'Adventure', 'Sci-Fi']"
 Shrek,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",7.9,"['Animation', 'Adventure', 'Comedy']"
 12 Years a Slave,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",8.1,"['Biography', 'Drama', 'History']"
 American Psycho,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",7.6,"['Crime', 'Drama', 'Horror']"
 Silver Linings Playbook,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",7.7,"['Comedy', 'Drama', 'Romance']"
 The Office,"A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, tedium and romance.",9.0,['Comedy']
 How I Met Your Mother,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,8.3,"['Comedy', 'Drama', 'Romance']"
 Top Gun: Maverick,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",8.2,"['Action', 'Drama']"
 Skyfall,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",7.8,"['Action', 'Adventure', 'Thriller']"
 Fargo,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,8.1,"['Crime', 'Drama', 'Thriller']"
 World War Z,Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,7.0,"['Action', 'Adventure', 'Horror']"
 Spider-Man: Homecoming,Peter Parker tries to stop Adrian 'The Vulture' Toomes from selling weapons made with advanced Chitauri technology while trying to balance his life as an ordinary high school student.,7.4,"['Action', 'Adventure', 'Sci-Fi']"
 Thor: The Dark World,"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",6.7,"['Action', 'Adventure']"
 Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",8.1,['Drama']
 The Boys,A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,8.7,"['Action', 'Comedy', 'Crime']"
 X-Men: First Class,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",7.7,"['Action', 'Sci-Fi']"
 2001: A Space Odyssey,"When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.",8.3,"['Adventure', 'Sci-Fi']"
 Heat,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.,8.3,"['Action', 'Crime', 'Drama']"
 Psycho,A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,8.5,"['Horror', 'Mystery', 'Thriller']"
 Ant-Man,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",7.2,"['Action', 'Comedy', 'Sci-Fi']"
 Get Out,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",7.8,"['Horror', 'Mystery', 'Thriller']"
 Kingsman: The Secret Service,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",7.7,"['Action', 'Adventure', 'Comedy']"
 The Hunger Games: Catching Fire,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,7.5,"['Action', 'Adventure', 'Sci-Fi']"
 Million Dollar Baby,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",8.1,"['Drama', 'Sport']"
 Suicide Squad,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,5.9,"['Action', 'Adventure', 'Fantasy']"
 Spider-Man 2,Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,7.5,"['Action', 'Adventure', 'Sci-Fi']"
 District 9,"In a future Earth in which aliens are isolated in a remote ghetto, a government agent finds himself banished there.",7.9,"['Action', 'Sci-Fi', 'Thriller']"
 Apocalypse Now,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,8.4,"['Drama', 'Mystery', 'War']"
 Now You See Me,"An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.",7.2,"['Crime', 'Mystery', 'Thriller']"
 Drive,A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.,7.8,"['Action', 'Drama']"
 The Hobbit: The Desolation of Smaug,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim the Lonely Mountain, their homeland, from the dragon Smaug.",7.8,"['Adventure', 'Fantasy']"
 The Amazing Spider-Man,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",6.9,"['Action', 'Adventure', 'Sci-Fi']"
 The King's Speech,"The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",8.0,"['Biography', 'Drama', 'History']"
 Pan's Labyrinth,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks.",8.2,"['Drama', 'Fantasy', 'War']"
 Harry Potter and the Chamber of Secrets,"Harry Potter lives his second year at Hogwarts with Ron and Hermione when a message on the wall announces that the legendary Chamber of Secrets has been opened. The trio soon realize that, to save the school, it will take a lot of courage.",7.4,"['Adventure', 'Family', 'Fantasy']"
 Harry Potter and the Prisoner of Azkaban,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",7.9,"['Adventure', 'Family', 'Fantasy']"
 Wonder Woman,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",7.3,"['Action', 'Adventure', 'Fantasy']"
 The Curious Case of Benjamin Button,"Benjamin Button, born in 1918 with the physical state of an elderly man, ages in reverse. He experiences love and break-ups, ecstasy and sorrow, and timelessness by the time he dies in 2003 as a baby.",7.8,"['Drama', 'Fantasy', 'Romance']"
 Pirates of the Caribbean: At World's End,"Will Turner, Elizabeth Swann, Hector Barbossa, and the crew of the Black Pearl try and rescue Jack from davy jones locker and prepare to fight Lord Cutler Beckett, who controls Davy Jones and the Flying Dutchman.",7.1,"['Action', 'Adventure', 'Fantasy']"
 Casino Royale,"After earning a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, in Montenegro.",8.0,"['Action', 'Adventure', 'Thriller']"
 1917,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",8.2,"['Action', 'Drama', 'War']"
 Spider-Man: Into the Spider-Verse,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,8.4,"['Animation', 'Action', 'Adventure']"
 Rogue One: A Star Wars Story,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",7.8,"['Action', 'Adventure', 'Sci-Fi']"
 Groundhog Day,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.",8.0,"['Comedy', 'Drama', 'Fantasy']"
 Harry Potter and the Goblet of Fire,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",7.7,"['Adventure', 'Family', 'Fantasy']"
